#,date,content,id,url,language (if we know),sentence-final? (Y/N),# of occurrence,humorous? (Y/N),sentence-final? (Y/N),# of occurrence,humorous? (Y/N),sentence-final? (Y/N),# of occurrence,humorous? (Y/N)
379,2022-02-19 23:59:49+00:00,cara nem fodendo q vai ter mc pedrinho em jau queria mt ir o little pedro eh meu idolo n ironicamente 😭,1495186390358933517,https://twitter.com/mwriaclara/status/1495186390358933517,,,,,,,,,,
380,2022-02-19 23:59:49+00:00,pergh i treat today mcm dekat rumah siot subuh bangun lambat pastu kalau boleh tido sampai lunch😭😭😭,1495186390220668928,https://twitter.com/rdzrsrz/status/1495186390220668928,,,,,,,,,,
381,2022-02-19 23:59:49+00:00,heh wonpil 😭😭😭 https://t.co/658otV53og,1495186390006771718,https://twitter.com/permenchacha88/status/1495186390006771718,,,,,,,,,,
382,2022-02-19 23:59:49+00:00,Socorro chorei aqui sério Lud gravando áudio cantando nossa e a música mano doeu demais.  😭😭😭😭😭 Se doeu em mim imagina nela que está com saudade da Bruninha. Nossa e vamos todos chorar junto https://t.co/odXsDkRKn0,1495186389872295941,https://twitter.com/natycabeyo26/status/1495186389872295941,,,,,,,,,,
383,2022-02-19 23:59:49+00:00,@ilkk96 @ahmaaad141 ركز على اهدافك😭😭😭😭,1495186389692043264,https://twitter.com/beuiir/status/1495186389692043264,,,,,,,,,,
384,2022-02-19 23:59:49+00:00,legal na kahit di jowa 😭😭😭,1495186389528240128,https://twitter.com/mauine_/status/1495186389528240128,,,,,,,,,,
385,2022-02-19 23:59:49+00:00,"@krpn_monstfreak カルピヌさんリプありがとうございます😆
コラボから入った新規向けにちょこちょこお手伝いやってます😆
ホントに緩和されましたよね！🤣
昔は轟絶はモラルの降臨逃すとかなり新規にはキツかった印象です😭",1495186389490548738,https://twitter.com/Yuki25f/status/1495186389490548738,,,,,,,,,,
386,2022-02-19 23:59:49+00:00,"ユーチューブ見ながらやってたら気づかぬうちに落ちてました！！？

ひゃほ〜い😭👍✨✨ https://t.co/drYhrcsYFA",1495186389415399424,https://twitter.com/Ma5Y1GSEgJ9XWNI/status/1495186389415399424,,,,,,,,,,
387,2022-02-19 23:59:49+00:00,ERINA BEH GODBLESS NA LANG SIGURO SA MATA MO BEH 😭 https://t.co/Bv9r7EbwSW,1495186389352079360,https://twitter.com/sunshionloml/status/1495186389352079360,,,,,,,,,,
388,2022-02-19 23:59:49+00:00,@bitchesfanxx isso eu já sei que ele quer mesmo 😭 o foda é saber o resto me ajudaaaaaa,1495186389037682690,https://twitter.com/bizzleissues/status/1495186389037682690,,,,,,,,,,
389,2022-02-19 23:59:49+00:00,@QCiili ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه😭😭😭😭😭😭😭,1495186389037506560,https://twitter.com/TZR8_/status/1495186389037506560,,,,,,,,,,
390,2022-02-19 23:59:48+00:00,"@kurose_514 凛さん、おはようございます。
伸びるの早いのですね！
ロング巻き髪凜さんも素敵ですね💓

わたしは伸びるの遅くて抜けてゆく一方です😭",1495186388270325760,https://twitter.com/gon5shi/status/1495186388270325760,,,,,,,,,,
391,2022-02-19 23:59:48+00:00,@idrinkdumbjuice ПИЗДЕУЖАДЫЮМЮЫЮСЫЮ ТЫ УЖЕ ВИДЕЛА ЭТУ ФОТКУ😭😭😭,1495186388232425474,https://twitter.com/denikunn/status/1495186388232425474,,,,,,,,,,
392,2022-02-19 23:59:48+00:00,@bamunvrse WAKAKKAKAKA INI LUCU BGT😭,1495186388186288128,https://twitter.com/defslou/status/1495186388186288128,,,,,,,,,,
393,2022-02-19 23:59:48+00:00,5時間くらいおしゃべりしてたけどまだ足りんしアフタヌーンティーも行きたいしチーズフォンデュ食べ放題も行きたいしうちの唐揚げ食べて欲しいしもっと気軽に会いたい😭,1495186388119339008,https://twitter.com/AoyamaToki/status/1495186388119339008,,,,,,,,,,
394,2022-02-19 23:59:48+00:00,@lixyancy no wes wolalam sb uprwnic😭,1495186387934584839,https://twitter.com/felixhuggss/status/1495186387934584839,,,,,,,,,,
395,2022-02-19 23:59:48+00:00,"D3手前まで行ったのに全溶け〜
ソロランきちぃー😭",1495186387171409922,https://twitter.com/rb3_kagami/status/1495186387171409922,,,,,,,,,,
396,2022-02-19 23:59:48+00:00,@rivotrildeamiga Eu detesto 😭,1495186386546315268,https://twitter.com/mensageiradobem/status/1495186386546315268,,,,,,,,,,
397,2022-02-19 23:59:48+00:00,"あぁ〜😭💕切ない〜
表情と少しだけ絡まってる指先がたまらない…❤️ https://t.co/M35dXLs9oI",1495186385686646789,https://twitter.com/____Sen___o/status/1495186385686646789,,,,,,,,,,
398,2022-02-19 23:59:48+00:00,Yo en verdad quisiera 😭💜 Sería el paraíso https://t.co/iigFFc3l7J,1495186385183125507,https://twitter.com/parkjessee/status/1495186385183125507,,,,,,,,,,
399,2022-02-19 23:59:48+00:00,りうくん2回目の既読ありがとうございます😭😭😭,1495186384927158272,https://twitter.com/rk__0731/status/1495186384927158272,,,,,,,,,,
400,2022-02-19 23:59:47+00:00,@Boutibss Ahahah nan même pas gros 😭😂,1495186384377810945,https://twitter.com/adilosk/status/1495186384377810945,,,,,,,,,,
401,2022-02-19 23:59:47+00:00,"@0108Rico96 うん😭ありがとう(｡•ᴗ•｡)
りこ様体調大丈夫？？",1495186384013111300,https://twitter.com/MKGRAI/status/1495186384013111300,,,,,,,,,,
402,2022-02-19 23:59:47+00:00,@Nasesfu eso no se hacee 😭😭,1495186383530434562,https://twitter.com/junleik/status/1495186383530434562,,,,,,,,,,
403,2022-02-19 23:59:47+00:00,@fulmeas ابشري😭,1495186383178186757,https://twitter.com/Y6_6i/status/1495186383178186757,,,,,,,,,,
404,2022-02-19 23:59:47+00:00,@Ras31776344 ELBED Bİ GĞN😭😭😭,1495186382637174790,https://twitter.com/yazzzikbe/status/1495186382637174790,,,,,,,,,,
405,2022-02-19 23:59:47+00:00,@re_cu11 اهخ دخلتي جو معه😭😭😭😭😭,1495186381978705921,https://twitter.com/f_ati2/status/1495186381978705921,,,,,,,,,,
406,2022-02-19 23:59:47+00:00,Aaaaaa ost terfavorit 😭 dulu punya tamiya nya😭 https://t.co/qlFGF28gRY,1495186381777551363,https://twitter.com/PutriEndahW/status/1495186381777551363,,,,,,,,,,
407,2022-02-19 23:59:47+00:00,baket kayo ganyan hahahahaha trending manila baket ba 😭,1495186381500747776,https://twitter.com/margareeeeeette/status/1495186381500747776,,,,,,,,,,
408,2022-02-19 23:59:47+00:00,まってジェルくんからのおはツイほんと嬉しすぎる😭😭,1495186381429440513,https://twitter.com/naru_jel/status/1495186381429440513,,,,,,,,,,
409,2022-02-19 23:59:47+00:00,@rx___21 ربي يجبر بخاطرك وربي كنت محتاجة دعم واني اسند نفسي تغريدتك خلتني اقوى زيادة واشد عزيمتي😭😭🤲🤲لاتنسيني من دعواتك,1495186381420773379,https://twitter.com/Nooof60005/status/1495186381420773379,,,,,,,,,,
410,2022-02-19 23:59:47+00:00,Cha Do Hyun 😭😭😭 https://t.co/tAsckwQZAS,1495186381211156482,https://twitter.com/sakuradk09/status/1495186381211156482,,,,,,,,,,
411,2022-02-19 23:59:47+00:00,falando em guidão preciso urgentemente aprender a andar de bicicleta 😭 o coletivo que eu gosto começou a fazer bicicletada..,1495186381089427462,https://twitter.com/tresdoze/status/1495186381089427462,,,,,,,,,,
412,2022-02-19 23:59:47+00:00,@abcdefikriiiii Eh asal tak tido😭,1495186380980629504,https://twitter.com/adlnjw/status/1495186380980629504,,,,,,,,,,
413,2022-02-19 23:59:47+00:00,leo falou que somos 3 vós cuidando dele 😭,1495186380808409090,https://twitter.com/limaomiliciano/status/1495186380808409090,,,,,,,,,,
414,2022-02-19 23:59:47+00:00,"Ya olvídalo, amiga 🥺

... ""Me cansé de tus mentiras ya no quiero tus besos, ahórrate el intento"" 💔😭

https://t.co/AGrScxWX68",1495186380791681024,https://twitter.com/heraldodetab/status/1495186380791681024,,,,,,,,,,
415,2022-02-19 23:59:47+00:00,"えー‼︎一歳、洗濯機に洗濯物入れてる天才ィィィイ😭😭😭😭😭😭😭😭😭😭😭
にいちゃんが普段洗濯係してくれてるから真似してるんだなぁ😂 https://t.co/AaxZqcpdpt",1495186380787306496,https://twitter.com/Fukubei2/status/1495186380787306496,,,,,,,,,,
416,2022-02-19 23:59:46+00:00,mombbrightvcแรงเว่อ😭🤟🏻,1495186380527632385,https://twitter.com/PPreawBW/status/1495186380527632385,,,,,,,,,,
417,2022-02-19 23:59:46+00:00,@ecknomis ร่วมสมทบทุน เราจะไม่ให้เค้าลำบาก😭😭 https://t.co/vDlFD3GaY6,1495186380263391234,https://twitter.com/chasomhaha/status/1495186380263391234,,,,,,,,,,
418,2022-02-19 23:59:46+00:00,dobra spodobała mu się 😭,1495186380162539523,https://twitter.com/bokutolover7/status/1495186380162539523,,,,,,,,,,
419,2022-02-19 23:59:46+00:00,@secretnoyy Aaaksksnsk 😭😭,1495186379956838400,https://twitter.com/trashbeans_/status/1495186379956838400,,,,,,,,,,
420,2022-02-19 23:59:46+00:00,@Nkt_767 كانه صوت النمس في باب الحاره 😭,1495186379806019589,https://twitter.com/Ssss925661429/status/1495186379806019589,,,,,,,,,,
421,2022-02-19 23:59:46+00:00,"angas,nakapag day ng muka ko tas di ako nireplayan😭",1495186379768139776,https://twitter.com/lagat_marielle/status/1495186379768139776,,,,,,,,,,
422,2022-02-19 23:59:46+00:00,@blarts_ @BTS_twt OBRIGADO VIDA 😭😭💜,1495186379545927682,https://twitter.com/jeonstinny/status/1495186379545927682,,,,,,,,,,
423,2022-02-19 23:59:46+00:00,"まだ当選したことない😭　　
コロナの影響で困ってます😱
自営業のためコロナの影響で厳しい😱
初当選して🎉
どうかこの状況を乗り越えたい😊
Twitterも暇だから何年かぶりに開き🚪
プレゼント🎁企画を見つけ👍
ツイートするようなりました👍
当選したらお客さんにも話した😊 https://t.co/8kujrH9WSp",1495186378640216064,https://twitter.com/T2wZYBNQXm5Wax7/status/1495186378640216064,,,,,,,,,,
424,2022-02-19 23:59:46+00:00,@jjk_algodoncito SE VE MUY BIEN AYUDA 😭😭😭😭😭 pasa tips para que salgan así mis dibujos,1495186378035843077,https://twitter.com/Marcel_lvswy/status/1495186378035843077,,,,,,,,,,
425,2022-02-19 23:59:46+00:00,戦ってるプレシャスも可愛すぎる……エンディング可愛すぎる……また１週間頑張れる…😭,1495186377855537152,https://twitter.com/zorane_chama/status/1495186377855537152,,,,,,,,,,
426,2022-02-19 23:59:46+00:00,"会いたいけど抽選一回も当たらないよう😭
(これコロナ前最後に会えた時の🎀)",1495186377763262466,https://twitter.com/minnie32ichigo/status/1495186377763262466,,,,,,,,,,
427,2022-02-19 23:59:46+00:00,@Andreacaicedo14 Uno aguanta callada😭,1495186377239154690,https://twitter.com/DaniAleRenter/status/1495186377239154690,,,,,,,,,,
428,2022-02-19 23:59:46+00:00,"あんま自分からあげてくれないから、急に自撮りとかテンション上がる😆😆

美人すぎる😭",1495186377235103744,https://twitter.com/ZBlUYOQoRYfjvsm/status/1495186377235103744,,,,,,,,,,
429,2022-02-19 23:59:46+00:00,"@natu_0719_ ありがとー！！
そう言って貰えると頑張って良かったって思える😭",1495186377163431936,https://twitter.com/naruse_jel/status/1495186377163431936,,,,,,,,,,
430,2022-02-19 23:59:46+00:00,"@fumino593912 ふみのさん✨私事の呟きにまで優しいお言葉を❣️有難うございます😭💕

はい「飛天」という名の素晴らしい会場で踊らせて頂きますので、花冠武神に降臨して頂き華麗に舞って参ります🦋🌸💞
もう飛昇する勢いで！(笑)

行って参ります✨✨",1495186376739885056,https://twitter.com/ginchoucho/status/1495186376739885056,,,,,,,,,,
431,2022-02-19 23:59:45+00:00,Oh yes pano nga ba? 😭😌😭 https://t.co/IjGLSkPOVO,1495186376341716994,https://twitter.com/Sammy_sammmlvs/status/1495186376341716994,,,,,,,,,,
432,2022-02-19 23:59:45+00:00,الفريدي انتبه لا تكسر شطات ولدنا😭😂. #البزنس77,1495186376312119299,https://twitter.com/swvav9/status/1495186376312119299,,,,,,,,,,
433,2022-02-19 23:59:45+00:00,"@nyoro_neko サモちゃんに変えたりできるのが凄い‼️もも🍑には到底無理😭
可愛過ぎて保存させて頂きましたわ💕😊💕",1495186376123293699,https://twitter.com/ejb2Qq1BQYFmyM7/status/1495186376123293699,,,,,,,,,,
434,2022-02-19 23:59:45+00:00,"@mamokyus kenapa ga suruh yg bagian ""come on baby you know what it is""😭😭😭",1495186375406092291,https://twitter.com/dobbyqii/status/1495186375406092291,,,,,,,,,,
435,2022-02-19 23:59:45+00:00,Acabei de ler um livro tão bom mas nunca vejo absolutamente ninguém falando dele😭,1495186374542123014,https://twitter.com/horanpayne_hlz/status/1495186374542123014,,,,,,,,,,
436,2022-02-19 23:59:45+00:00,اتسقط لوطا ما خلينا … دمعت لولاف اتقينا 😭🤲🏻,1495186374026219520,https://twitter.com/AlmshetiSufyan/status/1495186374026219520,,,,,,,,,,
437,2022-02-19 23:59:45+00:00,先日の漫画に❤️ありがとうございます😭🙏海外の方にも見てもらえると不慣れながらも翻訳付けてよかったなと思います。完全に翻訳サイト頼りなので上手いこと伝わってるか分かりませんが…😂,1495186373904826369,https://twitter.com/anoruano2355/status/1495186373904826369,,,,,,,,,,
438,2022-02-19 23:59:45+00:00,@yanakiyana_ 笨笨泥 響態不要你ㄌ😭👎,1495186373690593282,https://twitter.com/BOHAN_39/status/1495186373690593282,,,,,,,,,,
439,2022-02-19 23:59:45+00:00,😭😭😭😭hayatımda en çok görmek istediğim kişilerden biri😭😭😭😭 https://t.co/VcZlDQZLM9,1495186373413937156,https://twitter.com/rmsakygusz/status/1495186373413937156,,,,,,,,,,
440,2022-02-19 23:59:45+00:00,الله وناسسسه 😭🫂 https://t.co/XAzcE2vA4C,1495186372977741829,https://twitter.com/26_maxx/status/1495186372977741829,,,,,,,,,,
441,2022-02-19 23:59:45+00:00,GN碧棺左馬刻と山田一郎で悩む時なかったのに😭,1495186372642373633,https://twitter.com/naginagiha/status/1495186372642373633,,,,,,,,,,
442,2022-02-19 23:59:44+00:00,@ilgogingia @DanielsunIt SCUSATE MA TUTTE STE #DENUNCECHEFINEFANNO QUA LA SITUAZIONE STA PEGGIORANDO DI GIORNO IN GIORNO 👺👺👺👺👺MA CI STATE PRENDENDO PER #SCEMI😭😭😭😭😭😠😠😠👺👺👺,1495186371878735875,https://twitter.com/patrizi98471293/status/1495186371878735875,,,,,,,,,,
443,2022-02-19 23:59:44+00:00,@peachesacream21 спасибо 😭,1495186371631276035,https://twitter.com/laesterlia/status/1495186371631276035,,,,,,,,,,
444,2022-02-19 23:59:44+00:00,POR QUÉ LE CORTARON ASI EL PELITO A 18 😭😭😭😭 https://t.co/G0N1ce0BAJ,1495186371614584843,https://twitter.com/17sgirlfriend/status/1495186371614584843,,,,,,,,,,
445,2022-02-19 23:59:44+00:00,"@UknowM813 でしょ？w😂😂😂
やっと ”Thank Uユノ”かと思ったら、あたしのだけ”ケチミユノ”w
え？アプデとか⁈垢変わったから⁈
えーーーん😭😭😭😭😭",1495186371241476096,https://twitter.com/Risamari_pf/status/1495186371241476096,,,,,,,,,,
446,2022-02-19 23:59:44+00:00,"おはようございます。遅いか😅
昨日、実家に推しに会いたいからこの日は動けないって伝えたら賛成してくれてかなり嬉しかった😭
色々大変なの分かってるから、予想外の言葉ですごく楽になった。ありがとう。前よりかは落ち着いてるんだけどさ。いや、まだまだか💦がんばろね。",1495186371127828481,https://twitter.com/Zjk4A6Shimo/status/1495186371127828481,,,,,,,,,,
447,2022-02-19 23:59:44+00:00,"@yukimama_345 ティラノの不器用でまっすぐな言葉がバッシバシ刺さりますよね…エラスモぅ…😭

大好きな絵本なので気づいたらリプしてました✨✨",1495186370997850115,https://twitter.com/dekunoblog/status/1495186370997850115,,,,,,,,,,
448,2022-02-19 23:59:44+00:00,@kyonchance もらい泣きしよう😭,1495186370913968131,https://twitter.com/yauu0530/status/1495186370913968131,,,,,,,,,,
449,2022-02-19 23:59:44+00:00,Será que um dia conseguimos viver o que sempre sonhamos 😭😭😭,1495186370599563266,https://twitter.com/RoseaneLeal3/status/1495186370599563266,,,,,,,,,,
450,2022-02-19 23:59:44+00:00,😼 oi mutuals novos 😿🌷e antigos 💐 vocês sabiam 🙀🙀 que eu tenho um fixado 😻😻???? 😼😼 Será q vcs poderiam 😼😽 mimar esse 😿💐meu fix ???? 😺😸 pfv😻😻eu retribuo📌🙏🏻😭,1495186370419122176,https://twitter.com/favsdpw/status/1495186370419122176,,,,,,,,,,
451,2022-02-19 23:59:44+00:00,@FAleashibi فجعتني اصلا😂😂😂😭,1495186370381455365,https://twitter.com/z_ek0_/status/1495186370381455365,,,,,,,,,,
452,2022-02-19 23:59:44+00:00,@peng1npengin1 呼び出し音も結構大きいですし、あと画面内に泡が浮く演出もあって消費が早いのかもしれません😭,1495186370121584640,https://twitter.com/hiehieKan_Ko_Hi/status/1495186370121584640,,,,,,,,,,
453,2022-02-19 23:59:44+00:00,金カムワンドロのお題が秀逸すぎる😭,1495186369567617024,https://twitter.com/jujujunk1/status/1495186369567617024,,,,,,,,,,
454,2022-02-19 23:59:44+00:00,berdosa bgt anjg ya tuhan masih pagi 😭😭😭😭 https://t.co/l33i7qIRJ1,1495186369454374912,https://twitter.com/ryujhrs/status/1495186369454374912,,,,,,,,,,
455,2022-02-19 23:59:44+00:00,nawawala nanmn capo q pakening shyret 😭 sa lahat ng pwedeng mawala ngaun yun pa,1495186369131339776,https://twitter.com/areumdauszxc/status/1495186369131339776,,,,,,,,,,
456,2022-02-19 23:59:44+00:00,"@kaigaineta1 @Ayataajirawaa しかも…🤣

向かいのお席にどなたかいらっしゃいますよね😝😭

余計なことばっかり言ってるとそのうち💩投げられそうです🤣",1495186368837816323,https://twitter.com/mta4680/status/1495186368837816323,,,,,,,,,,
457,2022-02-19 23:59:44+00:00,"Nyesel bgt kemaren jumat punya pie buah 2 biji blm dimakan eh pas gue cek sorenya  mau makan udah budukan dongg, menyesal😭",1495186368569671680,https://twitter.com/sprousegunawan/status/1495186368569671680,,,,,,,,,,
458,2022-02-19 23:59:44+00:00,"@repunkamui21 年齢にもよるんですかね😭
私はワクチン接種は強制みたいなものなので、とにかく打てって感じでしたから…打つか打たないか選べるなら私は打たなかったと思います😢",1495186368414511107,https://twitter.com/min86cbr954rr/status/1495186368414511107,,,,,,,,,,
459,2022-02-19 23:59:43+00:00,Nossa... ignorando o fato de q já é amanhã😭🖤,1495186367487397894,https://twitter.com/mayseaqui/status/1495186367487397894,,,,,,,,,,
460,2022-02-19 23:59:43+00:00,"@Sora_Himawari29 おはよー♡
地上波にNCTがー😭✨嬉しいね💚
録画したから何度も観る(((*&gt;д&lt;*)))",1495186366900359169,https://twitter.com/kou130n_c_t/status/1495186366900359169,,,,,,,,,,
461,2022-02-19 23:59:43+00:00,@PPriyangka10 @shitlicious Das des das des Ra kui😭,1495186365960847363,https://twitter.com/senjanuraliyah/status/1495186365960847363,,,,,,,,,,
462,2022-02-19 23:59:43+00:00,"@_nukomaru @yoko_nagi41 ﾇ""ｫ""…ｯ""ｯ""ｯ""ｵ""ｷﾞｬｧｧｧｧｧｧｧｧｧ😭😭😭😭
初めましてぬこさん…😭🙏✨
ゆーじ君やばいですね、、(語彙力)男らしさがもうどんってきててかっこいいの極みです、、🤦‍♀️🤦‍♀️ゆーじくんってかっこいいけど可愛いとこもあるからﾋｨｯってなりますよね(？)",1495186365956628480,https://twitter.com/purin_land48/status/1495186365956628480,,,,,,,,,,
463,2022-02-19 23:59:43+00:00,"RT拡散希望😭🙏

【割れの原因4️⃣】
今回は試練の時ですが
この試練を乗り越えた先に
どんな京まかろんに出逢えるか…

この成長過程を
見守って頂けたらと思いますし
引続き応援頂けたら幸いです🙏
#京まかろん成長物語

1️⃣〜4️⃣お読み頂き
本当にありがとうございました😭

頑張ります💪",1495186365855633409,https://twitter.com/kyo_macaron/status/1495186365855633409,,,,,,,,,,
464,2022-02-19 23:59:43+00:00,"どこか一点を見つめるテミンちゃんが愛おしいデス🥲
ふいっと気の抜けた時の一瞬の表情にココロが鳴ります
りんりん♪ってテミンちゃんが呼んでる気がして😭
いつもそばにいるからね～
#WeLoveYouTaemin https://t.co/QGAU1ttnVA",1495186365843062784,https://twitter.com/taefumin45/status/1495186365843062784,,,,,,,,,,
465,2022-02-19 23:59:43+00:00,"@mameman23702 めっちゃ白衣になりましたっ！！✨
お手当てして欲しいです😭",1495186365767913472,https://twitter.com/drawingMKMK/status/1495186365767913472,,,,,,,,,,
466,2022-02-19 23:59:43+00:00,"ふゆばじの民ですが

マイばじもすきだな 報われてほしい
ドラマイしんどい…かわいいのもいいけどしんどいのも…ｲｲ…😭😭
マイ武は幸せかわいいなぁぁ🥲この物語における救いであろうか",1495186365482369025,https://twitter.com/p_ippai_suki/status/1495186365482369025,,,,,,,,,,
467,2022-02-19 23:59:43+00:00,O SABOOOO 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1495186365386002433,https://twitter.com/KaryneM_M/status/1495186365386002433,,,,,,,,,,
468,2022-02-19 23:59:43+00:00,@omozri EU TB DETESTO A GAMEPLAY DELA SO PEGARIA SE FALTASSE SO ELA 😭,1495186365088161796,https://twitter.com/mouchevil/status/1495186365088161796,,,,,,,,,,
469,2022-02-19 23:59:42+00:00,@spidercline ooiii saudades de vc na tml 😭😭,1495186363599233040,https://twitter.com/oneusnoir/status/1495186363599233040,,,,,,,,,,
470,2022-02-19 23:59:42+00:00,@fyrk_ Selamaatt pagii kakkkk😭😂,1495186362970308609,https://twitter.com/pepy_jinyoung/status/1495186362970308609,,,,,,,,,,
471,2022-02-19 23:59:42+00:00,"@BF1208J kaonちゃんおはよ☺️☀️
みれたんやね😭🤝💗
やばいよな🪦🤦🏻‍♀️ 
今日も何回も隠れてチラリする🙋‍♀️🤦🏻‍♀️",1495186362806386688,https://twitter.com/JUNON1103/status/1495186362806386688,,,,,,,,,,
472,2022-02-19 23:59:42+00:00,@Mahitab77770285 تقريبًا كدا حسيت إن الاجازة خلصت😭😭,1495186362533920769,https://twitter.com/_sama_essam/status/1495186362533920769,,,,,,,,,,
473,2022-02-19 23:59:42+00:00,@nEcrZNk0vc67N1w わぁん外部からありがとうございます😭😭,1495186362516992001,https://twitter.com/news_kmkt1107/status/1495186362516992001,,,,,,,,,,
474,2022-02-19 23:59:42+00:00,"@koharukana_krhs 帰""ろ""ぉ""😭😭",1495186361820667905,https://twitter.com/mnty_ww/status/1495186361820667905,,,,,,,,,,
475,2022-02-19 23:59:42+00:00,@tFB0TiHo2X7pZaY アクスタ最高だよ〜！😭🌹🖤先着じゃなくて受注だといいな、、みんなにお迎えしてほしい🥺,1495186361569013760,https://twitter.com/mermer193/status/1495186361569013760,,,,,,,,,,
476,2022-02-19 23:59:42+00:00,"@nunochanpool あのドヤ顔は外せないね👍
それでもと思って雪かき少しだけだけど参戦してきた😁早めに出たのにまたしても早く着きすぎたわ😂ほんとに早く春になって欲しい...😭",1495186361527447552,https://twitter.com/locoss0106/status/1495186361527447552,,,,,,,,,,
477,2022-02-19 23:59:42+00:00,"なるほど❗️😅
関西(大阪)には
釜ケ崎ブルース

山谷ブルースと云えば
岡林信康
岡林信康と云えば✨
チュウリップのアップリケ😥😣😭😭😭😭 https://t.co/JS4gGM2uPi",1495186361317720064,https://twitter.com/d9h3Und1sG4iuiC/status/1495186361317720064,,,,,,,,,,
478,2022-02-19 23:59:42+00:00,"@maaya__27 なんとか😭😭
るぅちゃんありがとう🥲🥲⸝⸝ʚ̴̶̷̆_ʚ̴̶̷̆⸝⸝",1495186361179013126,https://twitter.com/ucchida_1115/status/1495186361179013126,,,,,,,,,,
479,2022-02-19 23:59:42+00:00,@TheTalalSam الله تستخدم رياكشناتك 😭,1495186361099468800,https://twitter.com/Ad4Al/status/1495186361099468800,,,,,,,,,,
480,2022-02-19 23:59:42+00:00,@ukibro7 ほんとに😭,1495186360516644864,https://twitter.com/nekoko17sai/status/1495186360516644864,,,,,,,,,,
481,2022-02-19 23:59:42+00:00,@yunsub6 でました、どぉあいこうぶつ😭👏💙,1495186359975555072,https://twitter.com/Gengoro_Club/status/1495186359975555072,,,,,,,,,,
482,2022-02-19 23:59:42+00:00,Vi prego😭😭😭 https://t.co/WoNfCGoQfh,1495186359606300679,https://twitter.com/cazznesoio/status/1495186359606300679,,,,,,,,,,
483,2022-02-19 23:59:41+00:00,"@Rm4aD 私も推しはショートです🥺✨
エンデヴァーも好きです🙈💓
デクもかっこ良いですよね〜！

ドハマリしてた頃は私もＷＪ見て追っていたんですが最近追ってなく😭
でも復活しそうです…🔥

ぜひぜひ癒されて下さいね！🥰",1495186359358996485,https://twitter.com/riiryom1/status/1495186359358996485,,,,,,,,,,
484,2022-02-19 23:59:41+00:00,@bvasconcellosn meu deus verdade😭😭 espero te ver mais ai agt tira da próxima vez 😭,1495186359266521106,https://twitter.com/alineporcel_/status/1495186359266521106,,,,,,,,,,
485,2022-02-19 23:59:41+00:00,寝て起きたらまた楽しみが増えてた😭❤️SixTONESならびにスタッフや関係者のみなさん、いつも本当にありがとうございます（すぐ感謝するオタク） https://t.co/0cbSgNLkr3,1495186359161536512,https://twitter.com/mayuu__j/status/1495186359161536512,,,,,,,,,,
486,2022-02-19 23:59:41+00:00,SHIFT PAGI DISUGUHIN GINIAN😭😭😭😭😭😭 https://t.co/qAUCihLVOg,1495186359044116484,https://twitter.com/chtswd/status/1495186359044116484,,,,,,,,,,
487,2022-02-19 23:59:41+00:00,@srs_7a7 اهخ ان شاءالله يارب صدق اتمنى وشسمه ويوفقك ويسعدك يعيونيي يحلوك تنقطين عسل😭🤍🤍,1495186358838738950,https://twitter.com/niii2i_/status/1495186358838738950,,,,,,,,,,
488,2022-02-19 23:59:41+00:00,震災のことを語ると辛くなるから知りたくないという方もいますが、被災地でご遺体を見つけて手を合わせたり、何度も地鳴りと共に大きな余震で現地でボランティアしながら自らの死を覚悟した私から見たら、それは風化させたい政治家達の思うつぼに見えます😭,1495186358377521153,https://twitter.com/BTKb9oy7T8eaC97/status/1495186358377521153,,,,,,,,,,
489,2022-02-19 23:59:41+00:00,@seokgook obrigada anjo de verdade 😭😭,1495186358331133961,https://twitter.com/jimingrIfriend/status/1495186358331133961,,,,,,,,,,
490,2022-02-19 23:59:41+00:00,@arilwv @xbvraul تكذبين على نفسك انتي😭 تراك ستان بيقبانق حقين المىخدرات والي علمي علمك مافيه امفي لهم مافيه تعىيف غير كذا يعتبرون البنت كلىب بالله سدي حلقك,1495186358276657153,https://twitter.com/girltiffanyy/status/1495186358276657153,,,,,,,,,,
491,2022-02-19 23:59:41+00:00,雨どころか雪降ってきたわ😭💦,1495186358109077504,https://twitter.com/akane_kagosima/status/1495186358109077504,,,,,,,,,,
492,2022-02-19 23:59:41+00:00,@Revo10 続きを読みたいけど読みたくないって気持ちになってました😭,1495186357987479552,https://twitter.com/Mist_bawa/status/1495186357987479552,,,,,,,,,,
493,2022-02-19 23:59:41+00:00,"준이 덕에 아침부터 프북 달렷다 화연 세계관 분석하다가 입덕한 1인은 화연만 보면 우는 병에 걸림,,,불치병임,,,, 바이바이해디뭬,,,,😭",1495186356389105665,https://twitter.com/Kimnocsn/status/1495186356389105665,,,,,,,,,,
494,2022-02-19 23:59:41+00:00,てぃまさんいつも糖度高めイチャラブうるしま描いてくださるので助かる😭💕👍,1495186356292644865,https://twitter.com/onomimono_h2o/status/1495186356292644865,,,,,,,,,,
495,2022-02-19 23:59:41+00:00,デパプリ可愛かった…♡朝から元気になる😭💕,1495186355969609730,https://twitter.com/nm7xoxo/status/1495186355969609730,,,,,,,,,,
